track,subset,measure,n,mean_auto,mean_manual,pearson_r,pearson_p,spearman_rho,spearman_p,icc_2_1,bias,mae
vad_gold40,Overall,ECPR,40,0.0963,0.0907,0.88,7.45116540595166e-14,0.897,4.806897053547744e-15,0.853,0.0056,0.0085
vad_gold40,Overall,PR,40,0.209,0.1938,0.969,1.0143395529961845e-24,0.969,1.1222023682985228e-24,0.941,0.0152,0.0179
vad_gold40,Overall,MCPD,40,0.6869,0.7199,0.895,6.309053834239646e-15,0.889,1.934388169094555e-14,0.881,-0.033,0.0698
vad_gold40,Overall,ECPD,40,1.0045,1.1077,0.967,3.72210649076232e-24,0.923,2.581132272625352e-17,0.937,-0.1033,0.1347
vad_gold40,Overall,MPD,40,0.8378,0.9058,0.974,4.310207186518378e-26,0.941,1.9313463288497779e-19,0.94,-0.0679,0.0769
vad_gold40,ST1,AR,20,3.6272,3.7701,0.96,2.259366995791041e-11,0.935,1.4821142098475236e-09,0.936,-0.143,0.2001
vad_gold40,ST1,SR,20,2.2677,2.3126,0.989,1.4987213775325957e-16,0.958,3.389666746806415e-11,0.986,-0.0449,0.0835
vad_gold40,ST1,MLR,20,5.503,5.687,0.954,7.906412482156501e-11,0.952,1.102807897899161e-10,0.951,-0.184,0.473
vad_gold40,ST1,MCPR,20,0.1097,0.102,0.977,1.6301686512204844e-13,0.961,1.7590493583431913e-11,0.97,0.0077,0.0115
vad_gold40,ST1,ECPR,20,0.1018,0.0969,0.807,1.7018439134519165e-05,0.792,3.215971618065301e-05,0.791,0.0049,0.0095
vad_gold40,ST1,PR,20,0.2115,0.1989,0.972,9.395577901998042e-13,0.967,3.6244109305567514e-12,0.955,0.0127,0.0173
vad_gold40,ST1,MCPD,20,0.6921,0.7219,0.842,3.195180215753083e-06,0.839,3.707551192479594e-06,0.832,-0.0298,0.07
vad_gold40,ST1,ECPD,20,1.0835,1.1708,0.978,9.550025774194545e-14,0.91,2.702255745187613e-08,0.961,-0.0873,0.1241
vad_gold40,ST1,MPD,20,0.8818,0.9425,0.977,1.604777891034057e-13,0.908,3.1181007427000656e-08,0.954,-0.0607,0.0785
vad_gold40,ST2,AR,20,3.4966,3.6198,0.952,9.852513440522302e-11,0.874,4.872962880719225e-07,0.922,-0.1232,0.1727
vad_gold40,ST2,SR,20,2.3336,2.3802,0.985,2.8276168983599836e-15,0.985,4.425186732738528e-15,0.983,-0.0466,0.0816
vad_gold40,ST2,MLR,20,5.876,6.1815,0.972,8.253487092480804e-13,0.962,1.242702796593179e-11,0.968,-0.3055,0.4725
vad_gold40,ST2,MCPR,20,0.1156,0.1042,0.974,4.436113936431309e-13,0.962,1.242702796593179e-11,0.941,0.0114,0.0121
vad_gold40,ST2,ECPR,20,0.0908,0.0844,0.925,5.2481982024849535e-09,0.934,1.8126865423587169e-09,0.887,0.0063,0.0076
vad_gold40,ST2,PR,20,0.2064,0.1887,0.972,8.590062952378011e-13,0.961,1.7590493583431913e-11,0.93,0.0178,0.0185
vad_gold40,ST2,MCPD,20,0.6816,0.7179,0.927,4.091921481261686e-09,0.921,8.529172183396947e-09,0.911,-0.0363,0.0696
vad_gold40,ST2,ECPD,20,0.9254,1.0447,0.944,4.5044316239427274e-10,0.916,1.4853059816575505e-08,0.882,-0.1192,0.1453
vad_gold40,ST2,MPD,20,0.7939,0.869,0.973,7.339513117070248e-13,0.961,1.7590493583431913e-11,0.922,-0.0752,0.0754
vad_classifier_gold40,Overall,AR,40,3.5609,3.6949,0.957,6.022753840550172e-22,0.918,7.272118932044371e-17,0.93,-0.1341,0.1895
vad_classifier_gold40,Overall,SR,40,2.3007,2.3464,0.987,6.168164199866875e-32,0.973,6.328395866283981e-26,0.985,-0.0457,0.0825
vad_classifier_gold40,Overall,MLR,40,5.6895,5.9343,0.966,5.860562586057042e-24,0.963,3.7144133135067625e-23,0.962,-0.2448,0.4727
vad_classifier_gold40,Overall,MCPR,40,0.1132,0.1031,0.971,2.895443825563507e-25,0.97,7.728290724203715e-25,0.952,0.0101,0.0125
vad_classifier_gold40,Overall,ECPR,40,0.0956,0.0907,0.869,3.6752738663819267e-13,0.881,6.467928301723768e-14,0.849,0.0049,0.0088
vad_classifier_gold40,Overall,PR,40,0.2088,0.1938,0.966,7.834003677529218e-24,0.967,3.9544112805712e-24,0.937,0.015,0.0177
vad_classifier_gold40,Overall,MCPD,40,0.6773,0.7199,0.885,3.615458912421114e-14,0.883,4.666303068315598e-14,0.841,-0.0426,0.0752
vad_classifier_gold40,Overall,ECPD,40,1.0258,1.1077,0.963,3.027815581930203e-23,0.903,1.6754897455714003e-15,0.951,-0.0819,0.1223
vad_classifier_gold40,Overall,MPD,40,0.8408,0.9058,0.966,4.9914962929793314e-24,0.933,1.93296861165591e-18,0.941,-0.0649,0.0776
vad_classifier_gold40,ST1,AR,20,3.6211,3.7701,0.963,1.0201947556390934e-11,0.94,7.860443387804438e-10,0.939,-0.149,0.1988
vad_classifier_gold40,ST1,SR,20,2.2677,2.3126,0.989,1.4987213775325957e-16,0.958,3.389666746806415e-11,0.986,-0.0449,0.0835
vad_classifier_gold40,ST1,MLR,20,5.503,5.687,0.954,7.906412482156501e-11,0.952,1.102807897899161e-10,0.951,-0.184,0.473
vad_classifier_gold40,ST1,MCPR,20,0.1108,0.102,0.974,4.615038610293896e-13,0.964,8.653586851562462e-12,0.965,0.0088,0.0126
vad_classifier_gold40,ST1,ECPR,20,0.1021,0.0969,0.823,8.461177132207064e-06,0.793,2.995248694021401e-05,0.802,0.0052,0.0098
vad_classifier_gold40,ST1,PR,20,0.2129,0.1989,0.974,4.2513112234180383e-13,0.963,1.1405689393425708e-11,0.952,0.014,0.0176
vad_classifier_gold40,ST1,MCPD,20,0.6824,0.7219,0.826,7.296914793962405e-06,0.85,2.1484377442374112e-06,0.798,-0.0395,0.0727
vad_classifier_gold40,ST1,ECPD,20,1.084,1.1708,0.984,4.890694189698977e-15,0.905,4.121873801744547e-08,0.972,-0.0868,0.1149
vad_classifier_gold40,ST1,MPD,20,0.8759,0.9425,0.977,1.7818589792067209e-13,0.935,1.4821142098475236e-09,0.956,-0.0666,0.0799
vad_classifier_gold40,ST2,AR,20,3.5006,3.6198,0.949,1.9784590811585857e-10,0.881,2.886084876154728e-07,0.917,-0.1192,0.1802
vad_classifier_gold40,ST2,SR,20,2.3336,2.3802,0.985,2.8276168983599836e-15,0.985,4.425186732738528e-15,0.983,-0.0466,0.0816
vad_classifier_gold40,ST2,MLR,20,5.876,6.1815,0.972,8.253487092480804e-13,0.962,1.242702796593179e-11,0.968,-0.3055,0.4725
vad_classifier_gold40,ST2,MCPR,20,0.1156,0.1042,0.971,1.19845403556196e-12,0.962,1.242702796593179e-11,0.936,0.0114,0.0124
vad_classifier_gold40,ST2,ECPR,20,0.0891,0.0844,0.886,2.0514676765572207e-07,0.914,1.732048818457264e-08,0.87,0.0047,0.0079
vad_classifier_gold40,ST2,PR,20,0.2047,0.1887,0.959,2.71133416964119e-11,0.953,8.333045726679197e-11,0.924,0.016,0.0178
vad_classifier_gold40,ST2,MCPD,20,0.6722,0.7179,0.922,8.038952568076691e-09,0.907,3.368151746890645e-08,0.869,-0.0457,0.0777
vad_classifier_gold40,ST2,ECPD,20,0.9677,1.0447,0.917,1.2539279737608472e-08,0.898,7.968058036056008e-08,0.907,-0.077,0.1296
vad_classifier_gold40,ST2,MPD,20,0.8058,0.869,0.952,1.0087717549355635e-10,0.917,1.2700580723125728e-08,0.923,-0.0633,0.0753
