track,subset,measure,n,mean_auto,mean_manual,pearson_r,pearson_p,spearman_rho,spearman_p,icc_2_1,bias,mae
vad_gold40,Overall,ECPR,40,0.0963,0.0907,0.88,7.45116540595166e-14,0.897,4.806897053547744e-15,0.853,0.0056,0.0085
vad_gold40,Overall,PR,40,0.209,0.1938,0.969,1.0143395529961845e-24,0.969,1.1222023682985228e-24,0.941,0.0152,0.0179
vad_gold40,Overall,MCPD,40,0.6869,0.7199,0.895,6.309053834239646e-15,0.889,1.934388169094555e-14,0.881,-0.033,0.0698
vad_gold40,Overall,ECPD,40,1.0045,1.1077,0.967,3.72210649076232e-24,0.923,2.581132272625352e-17,0.937,-0.1033,0.1347
vad_gold40,Overall,MPD,40,0.8378,0.9058,0.974,4.310207186518378e-26,0.941,1.9313463288497779e-19,0.94,-0.0679,0.0769
vad_gold40,ST1,AR,20,3.6272,3.7701,0.96,2.259366995791041e-11,0.935,1.4821142098475236e-09,0.936,-0.143,0.2001
vad_gold40,ST1,SR,20,2.2677,2.3126,0.989,1.4987213775325957e-16,0.958,3.389666746806415e-11,0.986,-0.0449,0.0835
vad_gold40,ST1,MLR,20,5.503,5.687,0.954,7.906412482156501e-11,0.952,1.102807897899161e-10,0.951,-0.184,0.473
vad_gold40,ST1,MCPR,20,0.1097,0.102,0.977,1.6301686512204844e-13,0.961,1.7590493583431913e-11,0.97,0.0077,0.0115
vad_gold40,ST1,ECPR,20,0.1018,0.0969,0.807,1.7018439134519165e-05,0.792,3.215971618065301e-05,0.791,0.0049,0.0095
vad_gold40,ST1,PR,20,0.2115,0.1989,0.972,9.395577901998042e-13,0.967,3.6244109305567514e-12,0.955,0.0127,0.0173
vad_gold40,ST1,MCPD,20,0.6921,0.7219,0.842,3.195180215753083e-06,0.839,3.707551192479594e-06,0.832,-0.0298,0.07
vad_gold40,ST1,ECPD,20,1.0835,1.1708,0.978,9.550025774194545e-14,0.91,2.702255745187613e-08,0.961,-0.0873,0.1241
vad_gold40,ST1,MPD,20,0.8818,0.9425,0.977,1.604777891034057e-13,0.908,3.1181007427000656e-08,0.954,-0.0607,0.0785
vad_gold40,ST2,AR,20,3.4966,3.6198,0.952,9.852513440522302e-11,0.874,4.872962880719225e-07,0.922,-0.1232,0.1727
vad_gold40,ST2,SR,20,2.3336,2.3802,0.985,2.8276168983599836e-15,0.985,4.425186732738528e-15,0.983,-0.0466,0.0816
vad_gold40,ST2,MLR,20,5.876,6.1815,0.972,8.253487092480804e-13,0.962,1.242702796593179e-11,0.968,-0.3055,0.4725
vad_gold40,ST2,MCPR,20,0.1156,0.1042,0.974,4.436113936431309e-13,0.962,1.242702796593179e-11,0.941,0.0114,0.0121
vad_gold40,ST2,ECPR,20,0.0908,0.0844,0.925,5.2481982024849535e-09,0.934,1.8126865423587169e-09,0.887,0.0063,0.0076
vad_gold40,ST2,PR,20,0.2064,0.1887,0.972,8.590062952378011e-13,0.961,1.7590493583431913e-11,0.93,0.0178,0.0185
vad_gold40,ST2,MCPD,20,0.6816,0.7179,0.927,4.091921481261686e-09,0.921,8.529172183396947e-09,0.911,-0.0363,0.0696
vad_gold40,ST2,ECPD,20,0.9254,1.0447,0.944,4.5044316239427274e-10,0.916,1.4853059816575505e-08,0.882,-0.1192,0.1453
vad_gold40,ST2,MPD,20,0.7939,0.869,0.973,7.339513117070248e-13,0.961,1.7590493583431913e-11,0.922,-0.0752,0.0754
vad_classifier_gold40,Overall,AR,40,3.5797,3.6949,0.958,2.788320461100083e-22,0.92,4.966565279617576e-17,0.937,-0.1153,0.1744
vad_classifier_gold40,Overall,SR,40,2.3007,2.3464,0.987,6.168164199866875e-32,0.973,6.328395866283981e-26,0.985,-0.0457,0.0825
vad_classifier_gold40,Overall,MLR,40,5.6895,5.9343,0.966,5.860562586057042e-24,0.963,3.7144133135067625e-23,0.962,-0.2448,0.4727
vad_classifier_gold40,Overall,MCPR,40,0.1131,0.1031,0.97,4.681333167480768e-25,0.965,9.274644713510376e-24,0.952,0.01,0.0126
vad_classifier_gold40,Overall,ECPR,40,0.0953,0.0907,0.87,3.0802661743951147e-13,0.883,4.4327597071726417e-14,0.852,0.0046,0.0088
vad_classifier_gold40,Overall,PR,40,0.2084,0.1938,0.963,2.58828883928955e-23,0.968,2.4403979046102163e-24,0.936,0.0146,0.0177
vad_classifier_gold40,Overall,MCPD,40,0.6847,0.7199,0.872,2.4568176140934325e-13,0.83,3.375713301506471e-11,0.836,-0.0352,0.0748
vad_classifier_gold40,Overall,ECPD,40,1.0437,1.1077,0.97,7.665540622872341e-25,0.916,1.194025100588052e-16,0.964,-0.064,0.107
vad_classifier_gold40,Overall,MPD,40,0.8511,0.9058,0.965,9.212380315536478e-24,0.939,3.025332500713574e-19,0.949,-0.0546,0.0727
vad_classifier_gold40,ST1,AR,20,3.6441,3.7701,0.965,6.9527525525548605e-12,0.938,9.762241109318062e-10,0.947,-0.126,0.1763
vad_classifier_gold40,ST1,SR,20,2.2677,2.3126,0.989,1.4987213775325957e-16,0.958,3.389666746806415e-11,0.986,-0.0449,0.0835
vad_classifier_gold40,ST1,MLR,20,5.503,5.687,0.954,7.906412482156501e-11,0.952,1.102807897899161e-10,0.951,-0.184,0.473
vad_classifier_gold40,ST1,MCPR,20,0.1105,0.102,0.972,8.080903251613794e-13,0.964,8.653586851562462e-12,0.964,0.0086,0.0128
vad_classifier_gold40,ST1,ECPR,20,0.1017,0.0969,0.829,6.195722202522617e-06,0.802,2.0755082539958596e-05,0.81,0.0048,0.0098
vad_classifier_gold40,ST1,PR,20,0.2123,0.1989,0.969,2.384416121634608e-12,0.964,7.912345447281129e-12,0.949,0.0134,0.0178
vad_classifier_gold40,ST1,MCPD,20,0.6887,0.7219,0.786,3.978888374323131e-05,0.673,0.0011547310044919005,0.769,-0.0332,0.0779
vad_classifier_gold40,ST1,ECPD,20,1.1151,1.1708,0.986,1.7991364940384856e-15,0.925,5.539165176617531e-09,0.983,-0.0557,0.0892
vad_classifier_gold40,ST1,MPD,20,0.8897,0.9425,0.971,1.2949844250200845e-12,0.936,1.2745152568857093e-09,0.96,-0.0528,0.0769
vad_classifier_gold40,ST2,AR,20,3.5152,3.6198,0.95,1.6262287268136271e-10,0.868,7.239120255573912e-07,0.924,-0.1046,0.1726
vad_classifier_gold40,ST2,SR,20,2.3336,2.3802,0.985,2.8276168983599836e-15,0.985,4.425186732738528e-15,0.983,-0.0466,0.0816
vad_classifier_gold40,ST2,MLR,20,5.876,6.1815,0.972,8.253487092480804e-13,0.962,1.242702796593179e-11,0.968,-0.3055,0.4725
vad_classifier_gold40,ST2,MCPR,20,0.1157,0.1042,0.972,8.366409050241896e-13,0.962,1.242702796593179e-11,0.937,0.0114,0.0124
vad_classifier_gold40,ST2,ECPR,20,0.0889,0.0844,0.887,1.8803629585839096e-07,0.922,7.500270680140407e-09,0.873,0.0044,0.0077
vad_classifier_gold40,ST2,PR,20,0.2046,0.1887,0.96,1.9698627002871137e-11,0.958,3.389666746806415e-11,0.926,0.0159,0.0176
vad_classifier_gold40,ST2,MCPD,20,0.6808,0.7179,0.922,7.214151587241898e-09,0.922,7.847283601502936e-09,0.876,-0.0372,0.0716
vad_classifier_gold40,ST2,ECPD,20,0.9724,1.0447,0.931,2.6392313617781373e-09,0.898,7.968058036056008e-08,0.921,-0.0722,0.1248
vad_classifier_gold40,ST2,MPD,20,0.8126,0.869,0.96,2.202748816407932e-11,0.934,1.8126865423587169e-09,0.934,-0.0565,0.0685
