track,subset,measure,n,mean_auto,mean_manual,pearson_r,pearson_p,spearman_rho,spearman_p,icc_2_1,bias,mae
vad_gold40,Overall,ECPR,40,0.0963,0.0907,0.88,7.45116540595166e-14,0.897,4.806897053547744e-15,0.853,0.0056,0.0085
vad_gold40,Overall,PR,40,0.209,0.1938,0.969,1.0143395529961845e-24,0.969,1.1222023682985228e-24,0.941,0.0152,0.0179
vad_gold40,Overall,MCPD,40,0.6869,0.7199,0.895,6.309053834239646e-15,0.889,1.934388169094555e-14,0.881,-0.033,0.0698
vad_gold40,Overall,ECPD,40,1.0045,1.1077,0.967,3.72210649076232e-24,0.923,2.581132272625352e-17,0.937,-0.1033,0.1347
vad_gold40,Overall,MPD,40,0.8378,0.9058,0.974,4.310207186518378e-26,0.941,1.9313463288497779e-19,0.94,-0.0679,0.0769
vad_gold40,ST1,AR,20,3.6272,3.7701,0.96,2.259366995791041e-11,0.935,1.4821142098475236e-09,0.936,-0.143,0.2001
vad_gold40,ST1,SR,20,2.2677,2.3126,0.989,1.4987213775325957e-16,0.958,3.389666746806415e-11,0.986,-0.0449,0.0835
vad_gold40,ST1,MLR,20,5.503,5.687,0.954,7.906412482156501e-11,0.952,1.102807897899161e-10,0.951,-0.184,0.473
vad_gold40,ST1,MCPR,20,0.1097,0.102,0.977,1.6301686512204844e-13,0.961,1.7590493583431913e-11,0.97,0.0077,0.0115
vad_gold40,ST1,ECPR,20,0.1018,0.0969,0.807,1.7018439134519165e-05,0.792,3.215971618065301e-05,0.791,0.0049,0.0095
vad_gold40,ST1,PR,20,0.2115,0.1989,0.972,9.395577901998042e-13,0.967,3.6244109305567514e-12,0.955,0.0127,0.0173
vad_gold40,ST1,MCPD,20,0.6921,0.7219,0.842,3.195180215753083e-06,0.839,3.707551192479594e-06,0.832,-0.0298,0.07
vad_gold40,ST1,ECPD,20,1.0835,1.1708,0.978,9.550025774194545e-14,0.91,2.702255745187613e-08,0.961,-0.0873,0.1241
vad_gold40,ST1,MPD,20,0.8818,0.9425,0.977,1.604777891034057e-13,0.908,3.1181007427000656e-08,0.954,-0.0607,0.0785
vad_gold40,ST2,AR,20,3.4966,3.6198,0.952,9.852513440522302e-11,0.874,4.872962880719225e-07,0.922,-0.1232,0.1727
vad_gold40,ST2,SR,20,2.3336,2.3802,0.985,2.8276168983599836e-15,0.985,4.425186732738528e-15,0.983,-0.0466,0.0816
vad_gold40,ST2,MLR,20,5.876,6.1815,0.972,8.253487092480804e-13,0.962,1.242702796593179e-11,0.968,-0.3055,0.4725
vad_gold40,ST2,MCPR,20,0.1156,0.1042,0.974,4.436113936431309e-13,0.962,1.242702796593179e-11,0.941,0.0114,0.0121
vad_gold40,ST2,ECPR,20,0.0908,0.0844,0.925,5.2481982024849535e-09,0.934,1.8126865423587169e-09,0.887,0.0063,0.0076
vad_gold40,ST2,PR,20,0.2064,0.1887,0.972,8.590062952378011e-13,0.961,1.7590493583431913e-11,0.93,0.0178,0.0185
vad_gold40,ST2,MCPD,20,0.6816,0.7179,0.927,4.091921481261686e-09,0.921,8.529172183396947e-09,0.911,-0.0363,0.0696
vad_gold40,ST2,ECPD,20,0.9254,1.0447,0.944,4.5044316239427274e-10,0.916,1.4853059816575505e-08,0.882,-0.1192,0.1453
vad_gold40,ST2,MPD,20,0.7939,0.869,0.973,7.339513117070248e-13,0.961,1.7590493583431913e-11,0.922,-0.0752,0.0754
vad_classifier_gold40,Overall,AR,40,3.7103,3.6949,0.955,1.0572384315282124e-21,0.917,1.0561944509436558e-16,0.953,0.0153,0.1552
vad_classifier_gold40,Overall,SR,40,2.3007,2.3464,0.987,6.168164199866875e-32,0.973,6.328395866283981e-26,0.985,-0.0457,0.0825
vad_classifier_gold40,Overall,MLR,40,5.6895,5.9343,0.966,5.860562586057042e-24,0.963,3.7144133135067625e-23,0.962,-0.2448,0.4727
vad_classifier_gold40,Overall,MCPR,40,0.1078,0.1031,0.962,3.9574632286639264e-23,0.974,3.9543781024374465e-26,0.96,0.0047,0.0117
vad_classifier_gold40,Overall,ECPR,40,0.0907,0.0907,0.862,8.941159176397211e-13,0.891,1.4241036860102685e-14,0.863,-0.0,0.0082
vad_classifier_gold40,Overall,PR,40,0.1984,0.1938,0.955,1.2530858528725123e-21,0.959,1.7117129026805147e-22,0.953,0.0047,0.0146
vad_classifier_gold40,Overall,MCPD,40,0.7696,0.7199,0.817,1.2886035550212695e-10,0.801,5.340610019709312e-10,0.79,0.0497,0.0924
vad_classifier_gold40,Overall,ECPD,40,1.1573,1.1077,0.967,3.473862913069739e-24,0.918,7.583006983092479e-17,0.962,0.0496,0.1211
vad_classifier_gold40,Overall,MPD,40,0.9427,0.9058,0.956,6.779523705274264e-22,0.914,1.8618472671403398e-16,0.949,0.0369,0.0779
vad_classifier_gold40,ST1,AR,20,3.78,3.7701,0.958,3.5325862878140837e-11,0.928,3.87914868399212e-09,0.957,0.0099,0.1491
vad_classifier_gold40,ST1,SR,20,2.2677,2.3126,0.989,1.4987213775325957e-16,0.958,3.389666746806415e-11,0.986,-0.0449,0.0835
vad_classifier_gold40,ST1,MLR,20,5.503,5.687,0.954,7.906412482156501e-11,0.952,1.102807897899161e-10,0.951,-0.184,0.473
vad_classifier_gold40,ST1,MCPR,20,0.1044,0.102,0.961,1.5776089711166826e-11,0.962,1.242702796593179e-11,0.961,0.0024,0.0134
vad_classifier_gold40,ST1,ECPR,20,0.0952,0.0969,0.791,3.2674427999515094e-05,0.806,1.7945300323662815e-05,0.785,-0.0017,0.0101
vad_classifier_gold40,ST1,PR,20,0.1996,0.1989,0.942,6.064332299814253e-10,0.952,1.0324737861263432e-10,0.942,0.0008,0.0166
vad_classifier_gold40,ST1,MCPD,20,0.7828,0.7219,0.704,0.000537304387000389,0.736,0.00021873534774594184,0.656,0.0609,0.1012
vad_classifier_gold40,ST1,ECPD,20,1.2579,1.1708,0.971,1.12633320521235e-12,0.919,1.082772775951494e-08,0.962,0.0871,0.1507
vad_classifier_gold40,ST1,MPD,20,0.9928,0.9425,0.942,5.417495532794633e-10,0.886,2.07204739173452e-07,0.934,0.0503,0.0994
vad_classifier_gold40,ST2,AR,20,3.6405,3.6198,0.95,1.443046253684642e-10,0.86,1.156723002497878e-06,0.948,0.0207,0.1613
vad_classifier_gold40,ST2,SR,20,2.3336,2.3802,0.985,2.8276168983599836e-15,0.985,4.425186732738528e-15,0.983,-0.0466,0.0816
vad_classifier_gold40,ST2,MLR,20,5.876,6.1815,0.972,8.253487092480804e-13,0.962,1.242702796593179e-11,0.968,-0.3055,0.4725
vad_classifier_gold40,ST2,MCPR,20,0.1111,0.1042,0.977,1.3558346699035497e-13,0.974,4.0365222137155197e-13,0.96,0.0069,0.01
vad_classifier_gold40,ST2,ECPR,20,0.0861,0.0844,0.935,1.4891933200133594e-09,0.956,4.622988667749734e-11,0.935,0.0016,0.0064
vad_classifier_gold40,ST2,PR,20,0.1972,0.1887,0.977,1.8144186761943525e-13,0.956,4.622988667749734e-11,0.965,0.0086,0.0126
vad_classifier_gold40,ST2,MCPD,20,0.7564,0.7179,0.91,2.60231504368636e-08,0.865,8.845076708978513e-07,0.886,0.0385,0.0837
vad_classifier_gold40,ST2,ECPD,20,1.0568,1.0447,0.963,9.799563237977739e-12,0.92,9.20256433443776e-09,0.965,0.0122,0.0916
vad_classifier_gold40,ST2,MPD,20,0.8927,0.869,0.981,2.8934543885004576e-14,0.958,3.1415091074267316e-11,0.97,0.0236,0.0563
