track,subset,measure,n,mean_auto,mean_manual,pearson_r,pearson_p,spearman_rho,spearman_p,icc_2_1,bias,mae
baseline,ST2,MLR,20,7.1485,7.5055,0.986,1.6468100996338701e-15,0.955,6.23787604797925e-11,0.961,-0.357,0.572
baseline,ST2,MCPR,20,0.0787,0.0781,0.927,4.200116022464046e-09,0.938,9.762241109318062e-10,0.93,0.0007,0.009
baseline,ST2,ECPR,20,0.0823,0.0813,0.916,1.4787583471037877e-08,0.908,3.1181007427000656e-08,0.915,0.0009,0.0079
baseline,ST2,PR,20,0.161,0.1594,0.988,4.898848571803642e-16,0.95,1.4563168008583287e-10,0.98,0.0016,0.0094
baseline,ST2,MCPD,20,0.9351,0.7714,0.953,9.391436310376842e-11,0.916,1.4853059816575505e-08,0.881,0.1637,0.1738
baseline,ST2,ECPD,20,1.7866,1.6004,0.953,9.281617503287535e-11,0.892,1.3029570145042408e-07,0.908,0.1862,0.2013
baseline,ST2,MPD,20,1.3832,1.2074,0.945,3.329243191492368e-10,0.887,1.9093452296185464e-07,0.884,0.1758,0.1872
vad,Overall,AR,40,4.8202,4.8446,0.773,4.965628307884431e-09,0.778,3.4022915716096955e-09,0.772,-0.0243,0.4235
vad,Overall,SR,40,2.5632,2.6691,0.992,6.386260264020728e-36,0.988,1.9663246396683248e-32,0.982,-0.1059,0.1161
vad,Overall,MLR,40,7.36,7.645,0.991,2.26106233004955e-34,0.987,1.5979551013115798e-31,0.975,-0.285,0.46
vad,Overall,MCPR,40,0.0784,0.0767,0.913,2.2090742941474364e-16,0.928,6.791196858128866e-18,0.912,0.0017,0.0098
vad,Overall,ECPR,40,0.0836,0.0782,0.832,2.827415574603899e-11,0.838,1.6111348371200495e-11,0.821,0.0054,0.013
vad,Overall,PR,40,0.1619,0.1549,0.972,2.26131156541604e-25,0.974,4.231699969776884e-26,0.962,0.0071,0.012
vad,Overall,MCPD,40,0.875,0.752,0.952,3.2294494324384937e-21,0.886,3.021304488960429e-14,0.892,0.1229,0.1365
vad,Overall,ECPD,40,1.7116,1.7399,0.76,1.2532295267957381e-08,0.604,3.663527176123189e-05,0.745,-0.0283,0.351
vad,Overall,MPD,40,1.2925,1.261,0.826,5.081045564011398e-11,0.622,1.8216777058185734e-05,0.818,0.0316,0.2207
vad,ST1,AR,20,4.9164,4.9131,0.84,3.6256619357513364e-06,0.815,1.2276023021748716e-05,0.846,0.0033,0.3683
vad,ST1,SR,20,2.5691,2.6544,0.993,5.113003575331595e-18,0.989,1.450570213696413e-16,0.986,-0.0853,0.1007
vad,ST1,MLR,20,7.5715,7.7845,0.997,2.798772099927422e-21,0.987,8.313955323796193e-16,0.988,-0.213,0.348
vad,ST1,MCPR,20,0.077,0.0753,0.9,6.812540189544894e-08,0.868,7.239120255573912e-07,0.898,0.0017,0.0099
vad,ST1,ECPR,20,0.0788,0.0751,0.748,0.000147494976408812,0.765,8.403045414071628e-05,0.749,0.0037,0.0136
vad,ST1,PR,20,0.1558,0.1503,0.98,3.912587273735875e-14,0.97,1.7143556108377459e-12,0.973,0.0055,0.0086
vad,ST1,MCPD,20,0.8492,0.7326,0.957,3.794026196988546e-11,0.854,1.6513222736058674e-06,0.883,0.1167,0.1246
vad,ST1,ECPD,20,1.8635,1.8794,0.704,0.000531209319950548,0.564,0.00960697153757662,0.693,-0.016,0.3895
vad,ST1,MPD,20,1.3349,1.3146,0.801,2.245031847715048e-05,0.651,0.0018736439667456602,0.799,0.0204,0.2148
vad,ST2,AR,20,4.7241,4.7761,0.699,0.0006022125505412219,0.746,0.00015970222414751246,0.686,-0.0519,0.4787
vad,ST2,SR,20,2.5572,2.6838,0.993,6.224573983139365e-18,0.976,2.351920209922708e-13,0.979,-0.1265,0.1315
vad,ST2,MLR,20,7.1485,7.5055,0.986,1.6468100996338701e-15,0.955,6.23787604797925e-11,0.961,-0.357,0.572
vad,ST2,MCPR,20,0.0797,0.0781,0.925,5.701413181755643e-09,0.94,7.860443387804438e-10,0.927,0.0016,0.0097
vad,ST2,ECPR,20,0.0883,0.0813,0.882,2.7968933234340934e-07,0.881,2.886084876154728e-07,0.866,0.007,0.0124
vad,ST2,PR,20,0.168,0.1594,0.966,5.019226225707827e-12,0.936,1.2745152568857093e-09,0.955,0.0086,0.0154
vad,ST2,MCPD,20,0.9007,0.7714,0.95,1.5613230556448556e-10,0.889,1.648527413023587e-07,0.901,0.1292,0.1485
vad,ST2,ECPD,20,1.5597,1.6004,0.799,2.409018605730498e-05,0.591,0.006070153699275822,0.788,-0.0407,0.3125
vad,ST2,MPD,20,1.2501,1.2074,0.846,2.6451448267542787e-06,0.612,0.004129875210325546,0.838,0.0427,0.2266
vad_classifier,Overall,AR,40,5.0892,4.8446,0.952,4.288142782536525e-21,0.939,3.3393418194966555e-19,0.89,0.2446,0.2689
vad_classifier,Overall,SR,40,2.5632,2.6691,0.992,6.386260264020728e-36,0.988,1.9663246396683248e-32,0.982,-0.1059,0.1161
vad_classifier,Overall,MLR,40,7.4617,7.645,0.987,1.0461820285580307e-31,0.986,3.6957169601629063e-31,0.98,-0.1833,0.3983
vad_classifier,Overall,MCPR,40,0.0773,0.0767,0.914,1.68762370813585e-16,0.929,5.270297642765363e-18,0.915,0.0006,0.0094
vad_classifier,Overall,ECPR,40,0.0775,0.0782,0.896,5.395441501116966e-15,0.883,4.81694588735134e-14,0.894,-0.0007,0.0085
vad_classifier,Overall,PR,40,0.1548,0.1549,0.988,1.169936917382299e-32,0.984,3.7403230576479075e-30,0.985,-0.0001,0.0071
vad_classifier,Overall,MCPD,40,0.8888,0.752,0.955,1.3288414032065045e-21,0.9,3.0074620473653176e-15,0.881,0.1368,0.147
vad_classifier,Overall,ECPD,40,1.9592,1.7399,0.938,4.630026008589696e-19,0.885,3.300695042166882e-14,0.881,0.2193,0.2329
vad_classifier,Overall,MPD,40,1.4285,1.261,0.953,2.8528694076324668e-21,0.887,2.6262167362041106e-14,0.89,0.1675,0.1734
vad_classifier,ST1,AR,20,5.1479,4.9131,0.967,4.182689448156482e-12,0.952,1.102807897899161e-10,0.916,0.2349,0.2459
vad_classifier,ST1,SR,20,2.5691,2.6544,0.993,5.113003575331595e-18,0.989,1.450570213696413e-16,0.986,-0.0853,0.1007
vad_classifier,ST1,MLR,20,7.732,7.7845,0.997,7.256816545386948e-21,0.982,2.1772441670245328e-14,0.996,-0.0525,0.2305
vad_classifier,ST1,MCPR,20,0.0763,0.0753,0.901,6.058102201442666e-08,0.869,6.430760035881197e-07,0.901,0.0011,0.0098
vad_classifier,ST1,ECPR,20,0.0726,0.0751,0.843,3.1411974325107635e-06,0.817,1.1247209263971724e-05,0.833,-0.0025,0.0096
vad_classifier,ST1,PR,20,0.1489,0.1503,0.991,2.1495017571608875e-17,0.985,3.5364320020841253e-15,0.989,-0.0014,0.0055
vad_classifier,ST1,MCPD,20,0.8455,0.7326,0.96,2.2115783074594187e-11,0.869,6.569039927296348e-07,0.886,0.1129,0.1233
vad_classifier,ST1,ECPD,20,2.1445,1.8794,0.921,8.402046710007638e-09,0.899,7.01294080882156e-08,0.845,0.2651,0.2774
vad_classifier,ST1,MPD,20,1.4787,1.3146,0.962,1.2269268467173676e-11,0.907,3.589233262466606e-08,0.897,0.1641,0.1643
vad_classifier,ST2,AR,20,5.0305,4.7761,0.937,1.1820492037997538e-09,0.918,1.1308365173052504e-08,0.867,0.2544,0.2919
vad_classifier,ST2,SR,20,2.5572,2.6838,0.993,6.224573983139365e-18,0.976,2.351920209922708e-13,0.979,-0.1265,0.1315
vad_classifier,ST2,MLR,20,7.1915,7.5055,0.984,4.837608982317077e-15,0.955,6.23787604797925e-11,0.962,-0.314,0.566
vad_classifier,ST2,MCPR,20,0.0782,0.0781,0.927,4.282625358521614e-09,0.94,7.860443387804438e-10,0.93,0.0001,0.009
vad_classifier,ST2,ECPR,20,0.0825,0.0813,0.931,2.726851576581225e-09,0.908,3.1181007427000656e-08,0.93,0.0012,0.0074
vad_classifier,ST2,PR,20,0.1607,0.1594,0.987,8.58542697101136e-16,0.95,1.4563168008583287e-10,0.982,0.0013,0.0088
vad_classifier,ST2,MCPD,20,0.9321,0.7714,0.953,8.850790092069656e-11,0.92,9.20256433443776e-09,0.882,0.1606,0.1707
vad_classifier,ST2,ECPD,20,1.7739,1.6004,0.956,5.256901459851595e-11,0.884,2.3175269783488735e-07,0.915,0.1735,0.1885
vad_classifier,ST2,MPD,20,1.3784,1.2074,0.944,4.3342306966823886e-10,0.889,1.648527413023587e-07,0.886,0.171,0.1824
