AR,SR,MLR,MCPR,ECPR,PR,MCPD,ECPD,MPD,total_mora,total_duration,phonation_time,n_pauses,n_mid_clause_pauses,n_end_clause_pauses,n_clauses,clf_pause_candidates,clf_pauses_split,clf_vad_islands_detected,clf_islands_scored,clf_predicted_speech_islands,clf_fallback_vad_islands_used,clf_refined_pause_count,file
5.357,2.79,9.44,0.0516,0.0598,0.1114,0.899,2.097,1.542,368,131.91,68.69,41,19,22,24,40,4,52,18,4,3,41,EAU18-ST1.TextGrid
5.34,2.494,7.7,0.0593,0.0819,0.1412,1.227,1.721,1.513,354,141.95,66.29,50,21,29,22,47,4,59,13,5,5,50,EAU18-ST2.TextGrid
5.234,2.565,6.74,0.0873,0.0699,0.1572,0.616,2.075,1.265,229,89.28,43.75,36,20,16,16,35,5,42,12,5,1,36,ENZ20-ST1.TextGrid
4.581,1.877,4.82,0.1259,0.0963,0.2222,0.681,2.376,1.415,135,71.93,29.47,30,17,13,13,29,1,40,12,1,0,30,ENZ20-ST2.TextGrid
5.875,2.378,8.27,0.0604,0.0659,0.1264,0.828,3.037,1.981,182,76.54,30.98,23,11,12,13,23,0,23,0,0,0,23,ENZ31-ST1.TextGrid
5.478,2.63,10.18,0.0289,0.0751,0.104,0.51,2.434,1.9,173,65.77,31.58,18,5,13,14,18,0,18,0,0,0,18,ENZ31-ST2.TextGrid
3.872,1.217,5.24,0.0883,0.106,0.1943,1.847,3.779,2.901,283,232.63,73.08,55,25,30,18,55,0,57,0,0,0,55,EUS11-ST1.TextGrid
3.563,0.959,4.0,0.163,0.0978,0.2609,2.657,3.356,2.919,184,191.77,51.64,48,30,18,13,47,1,52,6,1,0,48,EUS11-ST2.TextGrid
4.437,2.152,5.23,0.113,0.0826,0.1957,0.773,1.84,1.223,230,106.88,51.84,45,26,19,17,44,5,51,18,6,2,45,EUS32-ST1.TextGrid
4.259,1.908,4.73,0.1127,0.1162,0.2289,1.057,1.464,1.264,284,148.82,66.68,65,32,33,21,61,8,68,18,8,3,65,EUS32-ST2.TextGrid
4.859,2.253,6.62,0.1067,0.0533,0.16,0.878,2.708,1.488,225,99.87,46.31,36,24,12,12,35,3,41,8,3,0,36,IID15-ST1.TextGrid
5.098,2.596,7.0,0.0731,0.0764,0.1495,0.93,1.585,1.265,301,115.96,59.04,45,22,23,17,44,2,50,8,2,1,45,IID15-ST2.TextGrid
5.854,3.422,8.88,0.0535,0.0648,0.1183,0.474,1.483,1.027,355,103.75,60.64,42,19,23,17,41,1,49,9,1,0,42,IID22-ST1.TextGrid
5.422,3.169,6.85,0.0612,0.0894,0.1506,0.753,0.951,0.871,425,134.1,78.38,64,26,38,21,62,2,69,11,3,2,64,IID22-ST2.TextGrid
4.335,1.783,4.22,0.1337,0.1114,0.2451,0.973,1.795,1.347,359,201.31,82.81,88,48,40,21,86,3,101,17,4,0,88,IID35-ST1.TextGrid
4.734,1.815,4.69,0.108,0.1108,0.2188,1.43,1.673,1.553,361,198.94,76.26,79,39,40,16,78,2,89,7,2,1,79,IID35-ST2.TextGrid
3.949,2.017,6.2,0.0806,0.0968,0.1774,0.597,2.009,1.367,124,61.49,31.4,22,10,12,9,21,2,29,9,2,0,22,IID40-ST1.TextGrid
4.424,2.649,8.04,0.0757,0.0541,0.1297,0.644,1.9,1.168,185,69.84,41.82,24,14,10,11,24,1,28,6,1,0,24,IID40-ST2.TextGrid
4.575,1.618,4.22,0.1446,0.1004,0.245,1.373,2.001,1.63,249,153.86,54.42,61,36,25,10,60,1,64,4,1,0,61,IID41-ST1.TextGrid
4.376,1.487,4.11,0.0812,0.1667,0.2479,1.444,1.961,1.792,234,157.39,53.47,58,19,39,13,58,0,58,0,0,0,58,IID41-ST2.TextGrid
5.015,1.756,5.55,0.0956,0.1103,0.2059,1.503,2.052,1.797,272,154.87,54.24,56,26,30,13,49,8,71,39,10,3,56,KKD19-ST1.TextGrid
4.773,1.808,4.74,0.1168,0.1083,0.2251,1.261,1.815,1.527,351,194.18,73.53,79,41,38,28,74,11,93,44,13,5,79,KKD19-ST2.TextGrid
6.252,3.924,17.07,0.0312,0.0312,0.0625,0.518,2.518,1.518,256,65.23,40.95,16,8,8,18,16,0,21,7,0,0,16,KKD27-ST1.TextGrid
6.312,4.06,14.62,0.0299,0.0513,0.0812,0.316,1.529,1.082,234,57.64,37.07,19,7,12,10,17,3,26,12,3,3,19,KKD27-ST2.TextGrid
4.753,2.216,5.44,0.0934,0.0964,0.1898,0.768,1.754,1.269,332,149.8,69.85,63,31,32,30,62,6,82,28,6,3,63,KKD46-ST1.TextGrid
4.784,2.422,5.81,0.0848,0.0973,0.182,0.732,1.458,1.12,401,165.57,83.82,73,34,39,32,70,9,88,28,11,8,73,KKD46-ST2.TextGrid
6.109,2.955,7.2,0.0873,0.0675,0.1548,0.704,1.68,1.129,252,85.28,41.25,39,22,17,17,36,3,46,16,4,1,39,KKR24-ST1.TextGrid
5.564,3.178,7.18,0.0728,0.0759,0.1487,0.657,1.147,0.907,316,99.43,56.8,47,23,24,23,45,7,54,19,7,3,47,KKR24-ST2.TextGrid
5.455,3.373,10.74,0.031,0.0793,0.1103,0.44,1.255,1.025,290,85.97,53.16,32,9,23,19,28,4,37,18,8,7,32,KKR40-ST1.TextGrid
5.103,3.101,7.14,0.0825,0.065,0.1475,0.759,0.983,0.858,400,128.99,78.39,59,33,26,29,57,6,70,22,6,1,59,KKR40-ST2.TextGrid
