track,subset,measure,n,mean_auto,mean_manual,pearson_r,pearson_p,spearman_rho,spearman_p,icc_2_1,bias,mae
baseline,ST2,MLR,20,7.1485,7.5055,0.986,1.6468100996338701e-15,0.955,6.23787604797925e-11,0.961,-0.357,0.572
baseline,ST2,MCPR,20,0.0787,0.0781,0.927,4.200116022464046e-09,0.938,9.762241109318062e-10,0.93,0.0007,0.009
baseline,ST2,ECPR,20,0.0823,0.0813,0.916,1.4787583471037877e-08,0.908,3.1181007427000656e-08,0.915,0.0009,0.0079
baseline,ST2,PR,20,0.161,0.1594,0.988,4.898848571803642e-16,0.95,1.4563168008583287e-10,0.98,0.0016,0.0094
baseline,ST2,MCPD,20,0.9351,0.7714,0.953,9.391436310376842e-11,0.916,1.4853059816575505e-08,0.881,0.1637,0.1738
baseline,ST2,ECPD,20,1.7866,1.6004,0.953,9.281617503287535e-11,0.892,1.3029570145042408e-07,0.908,0.1862,0.2013
baseline,ST2,MPD,20,1.3832,1.2074,0.945,3.329243191492368e-10,0.887,1.9093452296185464e-07,0.884,0.1758,0.1872
vad,Overall,AR,40,4.8202,4.8446,0.773,4.965628307884431e-09,0.778,3.4022915716096955e-09,0.772,-0.0243,0.4235
vad,Overall,SR,40,2.5632,2.6691,0.992,6.386260264020728e-36,0.988,1.9663246396683248e-32,0.982,-0.1059,0.1161
vad,Overall,MLR,40,7.36,7.645,0.991,2.26106233004955e-34,0.987,1.5979551013115798e-31,0.975,-0.285,0.46
vad,Overall,MCPR,40,0.0784,0.0767,0.913,2.2090742941474364e-16,0.928,6.791196858128866e-18,0.912,0.0017,0.0098
vad,Overall,ECPR,40,0.0836,0.0782,0.832,2.827415574603899e-11,0.838,1.6111348371200495e-11,0.821,0.0054,0.013
vad,Overall,PR,40,0.1619,0.1549,0.972,2.26131156541604e-25,0.974,4.231699969776884e-26,0.962,0.0071,0.012
vad,Overall,MCPD,40,0.875,0.752,0.952,3.2294494324384937e-21,0.886,3.021304488960429e-14,0.892,0.1229,0.1365
vad,Overall,ECPD,40,1.7116,1.7399,0.76,1.2532295267957381e-08,0.604,3.663527176123189e-05,0.745,-0.0283,0.351
vad,Overall,MPD,40,1.2925,1.261,0.826,5.081045564011398e-11,0.622,1.8216777058185734e-05,0.818,0.0316,0.2207
vad,ST1,AR,20,4.9164,4.9131,0.84,3.6256619357513364e-06,0.815,1.2276023021748716e-05,0.846,0.0033,0.3683
vad,ST1,SR,20,2.5691,2.6544,0.993,5.113003575331595e-18,0.989,1.450570213696413e-16,0.986,-0.0853,0.1007
vad,ST1,MLR,20,7.5715,7.7845,0.997,2.798772099927422e-21,0.987,8.313955323796193e-16,0.988,-0.213,0.348
vad,ST1,MCPR,20,0.077,0.0753,0.9,6.812540189544894e-08,0.868,7.239120255573912e-07,0.898,0.0017,0.0099
vad,ST1,ECPR,20,0.0788,0.0751,0.748,0.000147494976408812,0.765,8.403045414071628e-05,0.749,0.0037,0.0136
vad,ST1,PR,20,0.1558,0.1503,0.98,3.912587273735875e-14,0.97,1.7143556108377459e-12,0.973,0.0055,0.0086
vad,ST1,MCPD,20,0.8492,0.7326,0.957,3.794026196988546e-11,0.854,1.6513222736058674e-06,0.883,0.1167,0.1246
vad,ST1,ECPD,20,1.8635,1.8794,0.704,0.000531209319950548,0.564,0.00960697153757662,0.693,-0.016,0.3895
vad,ST1,MPD,20,1.3349,1.3146,0.801,2.245031847715048e-05,0.651,0.0018736439667456602,0.799,0.0204,0.2148
vad,ST2,AR,20,4.7241,4.7761,0.699,0.0006022125505412219,0.746,0.00015970222414751246,0.686,-0.0519,0.4787
vad,ST2,SR,20,2.5572,2.6838,0.993,6.224573983139365e-18,0.976,2.351920209922708e-13,0.979,-0.1265,0.1315
vad,ST2,MLR,20,7.1485,7.5055,0.986,1.6468100996338701e-15,0.955,6.23787604797925e-11,0.961,-0.357,0.572
vad,ST2,MCPR,20,0.0797,0.0781,0.925,5.701413181755643e-09,0.94,7.860443387804438e-10,0.927,0.0016,0.0097
vad,ST2,ECPR,20,0.0883,0.0813,0.882,2.7968933234340934e-07,0.881,2.886084876154728e-07,0.866,0.007,0.0124
vad,ST2,PR,20,0.168,0.1594,0.966,5.019226225707827e-12,0.936,1.2745152568857093e-09,0.955,0.0086,0.0154
vad,ST2,MCPD,20,0.9007,0.7714,0.95,1.5613230556448556e-10,0.889,1.648527413023587e-07,0.901,0.1292,0.1485
vad,ST2,ECPD,20,1.5597,1.6004,0.799,2.409018605730498e-05,0.591,0.006070153699275822,0.788,-0.0407,0.3125
vad,ST2,MPD,20,1.2501,1.2074,0.846,2.6451448267542787e-06,0.612,0.004129875210325546,0.838,0.0427,0.2266
vad_classifier,Overall,AR,40,4.9114,4.8446,0.932,2.444779661710691e-18,0.905,1.1764436365089359e-15,0.91,0.0668,0.2483
vad_classifier,Overall,SR,40,2.5632,2.6691,0.992,6.386260264020728e-36,0.988,1.9663246396683248e-32,0.982,-0.1059,0.1161
vad_classifier,Overall,MLR,40,7.36,7.645,0.991,2.26106233004955e-34,0.987,1.5979551013115798e-31,0.975,-0.285,0.46
vad_classifier,Overall,MCPR,40,0.0793,0.0767,0.915,1.3262585865048947e-16,0.929,5.737384991599369e-18,0.911,0.0026,0.01
vad_classifier,Overall,ECPR,40,0.0858,0.0782,0.836,1.8190267870684645e-11,0.819,1.0992832563079913e-10,0.804,0.0076,0.0135
vad_classifier,Overall,PR,40,0.1651,0.1549,0.98,2.87518796924092e-28,0.979,7.875728077110363e-28,0.96,0.0102,0.013
vad_classifier,Overall,MCPD,40,0.8456,0.752,0.938,5.183809162252416e-19,0.854,2.447952748511132e-12,0.898,0.0936,0.1209
vad_classifier,Overall,ECPD,40,1.7023,1.7399,0.858,1.5578081090423094e-12,0.78,2.9982799988399335e-09,0.858,-0.0376,0.2497
vad_classifier,Overall,MPD,40,1.2944,1.261,0.905,1.0734506914976205e-15,0.804,4.1861934023240524e-10,0.901,0.0334,0.144
vad_classifier,ST1,AR,20,4.9716,4.9131,0.952,1.0284723591530193e-10,0.928,3.87914868399212e-09,0.94,0.0585,0.2108
vad_classifier,ST1,SR,20,2.5691,2.6544,0.993,5.113003575331595e-18,0.989,1.450570213696413e-16,0.986,-0.0853,0.1007
vad_classifier,ST1,MLR,20,7.5715,7.7845,0.997,2.798772099927422e-21,0.987,8.313955323796193e-16,0.988,-0.213,0.348
vad_classifier,ST1,MCPR,20,0.0774,0.0753,0.896,9.009106112664668e-08,0.874,4.872962880719225e-07,0.893,0.0021,0.0103
vad_classifier,ST1,ECPR,20,0.0811,0.0751,0.741,0.00018527092535792561,0.684,0.0008772646601370124,0.721,0.006,0.0141
vad_classifier,ST1,PR,20,0.1585,0.1503,0.992,1.1754890644221728e-17,0.979,7.148944407831841e-14,0.973,0.0081,0.0098
vad_classifier,ST1,MCPD,20,0.8201,0.7326,0.933,2.0332825821847897e-09,0.848,2.321430364439041e-06,0.89,0.0875,0.107
vad_classifier,ST1,ECPD,20,1.8507,1.8794,0.874,4.6854989420511007e-07,0.767,7.978155088069937e-05,0.869,-0.0288,0.2802
vad_classifier,ST1,MPD,20,1.3384,1.3146,0.916,1.448129300437311e-08,0.85,2.134870346341263e-06,0.91,0.0238,0.1445
vad_classifier,ST2,AR,20,4.8511,4.7761,0.912,2.2346980989210202e-08,0.871,5.953878226538432e-07,0.881,0.0751,0.2858
vad_classifier,ST2,SR,20,2.5572,2.6838,0.993,6.224573983139365e-18,0.976,2.351920209922708e-13,0.979,-0.1265,0.1315
vad_classifier,ST2,MLR,20,7.1485,7.5055,0.986,1.6468100996338701e-15,0.955,6.23787604797925e-11,0.961,-0.357,0.572
vad_classifier,ST2,MCPR,20,0.0812,0.0781,0.931,2.704943679944131e-09,0.929,3.2275217543825797e-09,0.929,0.0031,0.0097
vad_classifier,ST2,ECPR,20,0.0905,0.0813,0.893,1.1688245211718063e-07,0.862,1.0555245332264355e-06,0.855,0.0092,0.0129
vad_classifier,ST2,PR,20,0.1717,0.1594,0.974,4.800319095541602e-13,0.929,3.391737719216254e-09,0.953,0.0123,0.0162
vad_classifier,ST2,MCPD,20,0.8711,0.7714,0.939,8.347036745735577e-10,0.848,2.321430364439041e-06,0.905,0.0997,0.1348
vad_classifier,ST2,ECPD,20,1.5539,1.6004,0.828,6.469447863594359e-06,0.723,0.00031340341734179553,0.83,-0.0465,0.2193
vad_classifier,ST2,MPD,20,1.2504,1.2074,0.895,9.639282149301944e-08,0.786,3.9190215391205755e-05,0.895,0.043,0.1436
